altitude,temp,voltage,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,mag_x,mag_y,mag_z,เpsLat,gpsLng,gpsAlt,gpsSat,state, humidity , lastCmd

-0.37,34.42,8.29,-0.23,0.85,-1.82,-7.98,2.71,6.81,-18.50,59.00,-57.40,0.000000,0.000000,0.00,0,0,61.70,N/A$
-0.48,34.42,8.05,-0.14,1.40,-3.28,-5.12,3.16,8.10,-9.60,56.00,-61.30,0.000000,0.000000,0.00,0,0,61.78,N/A$
13.79,33.41,7.51,0.08,2.29,-0.89,-8.64,1.29,5.36,-6.10,52.90,-71.60,0.000000,0.000000,0.00,0,0,61.78,N/A$
15.41,33.30,7.40,0.22,0.88,-0.20,-8.85,1.14,2.15,-2.50,54.40,-67.50,0.000000,0.000000,0.00,0,0,61.80,N/A$
16.78,33.20,7.38,0.36,0.51,-0.40,-7.94,-1.72,2.13,1.50,56.20,-68.60,0.000000,0.000000,0.00,0,0,61.80,N/A$
22.48,32.78,8.06,0.31,0.27,0.13,-11.72,-1.84,1.92,1.70,53.20,-67.20,0.000000,0.000000,0.00,0,0,61.79,N/A$
15.70,33.29,7.41,0.67,-1.12,-0.62,-7.51,-1.88,1.57,3.90,52.80,-64.50,0.000000,0.000000,0.00,0,0,61.81,N/A$
22.08,32.83,7.41,0.56,-0.30,0.25,-12.38,4.43,3.37,2.80,52.10,-63.60,0.000000,0.000000,0.00,0,0,61.79,N/A$
19.21,33.05,7.41,0.99,0.57,1.00,-10.34,0.68,5.77,2.10,50.90,-60.50,0.000000,0.000000,0.00,0,0,61.79,N/A$
34.61,31.95,8.28,0.33,-0.24,-0.22,-8.14,-0.11,4.71,10.70,55.30,-47.70,0.000000,0.000000,0.00,0,0,61.73,N/A$
-0.64,34.46,8.28,0.61,-0.47,-0.72,-8.04,-1.35,4.24,10.70,54.20,-49.10,0.000000,0.000000,0.00,0,0,61.90,N/A$
-0.41,34.46,8.28,0.29,-0.26,-0.59,-8.21,-0.93,4.72,13.90,54.60,-46.40,0.000000,0.000000,0.00,0,0,62.03,N/A$
-0.63,34.45,8.29,0.08,-0.06,-0.09,-8.79,0.41,4.79,13.20,55.10,-43.50,0.000000,0.000000,0.00,0,0,62.14,N/A$
-0.40,34.45,8.29,0.02,0.31,0.19,-9.15,0.00,4.78,11.90,55.00,-45.80,0.000000,0.000000,0.00,0,0,62.22,N/A$
-0.50,34.44,8.28,-0.15,0.52,0.32,-9.59,0.44,3.58,13.60,55.30,-44.80,0.000000,0.000000,0.00,0,0,62.27,N/A$
-0.53,34.44,8.29,-0.05,0.36,0.18,-10.45,0.91,3.63,9.40,53.20,-42.50,0.000000,0.000000,0.00,0,0,62.30,N/A$
-0.74,34.44,8.29,0.08,0.80,0.50,-9.88,1.45,3.44,7.90,52.60,-41.50,0.000000,0.000000,0.00,0,0,62.33,N/A$
-0.76,34.44,8.28,0.16,0.83,0.78,-9.25,1.96,2.11,4.30,53.50,-40.90,0.000000,0.000000,0.00,0,0,62.36,N/A$
-0.53,34.44,8.29,0.22,0.51,0.51,-8.40,1.58,1.90,3.40,55.00,-42.30,0.000000,0.000000,0.00,0,0,62.38,N/A$
-0.60,34.44,8.28,0.30,0.25,0.47,-8.86,1.54,1.43,1.30,52.50,-43.30,0.000000,0.000000,0.00,0,0,62.50,N/A$
-0.72,34.44,8.29,0.55,0.51,0.75,-9.63,2.53,1.20,-2.90,53.10,-37.00,0.000000,0.000000,0.00,0,0,62.59,N/A$
-0.28,34.44,8.08,0.14,0.11,-0.12,-10.10,3.80,0.07,-13.30,49.10,-45.80,0.000000,0.000000,0.00,0,0,62.60,N/A$
0.00,34.44,7.39,0.39,0.06,0.03,-9.51,4.85,-0.57,-11.90,50.10,-43.60,0.000000,0.000000,0.00,0,0,62.63,N/A$
43.24,31.32,7.41,0.32,0.17,0.04,-9.68,4.03,-0.38,-13.20,50.90,-41.60,0.000000,0.000000,0.00,0,0,62.50,N/A$
43.01,31.36,7.44,0.08,0.02,-0.19,-9.25,3.89,-0.91,-13.30,49.60,-43.80,0.000000,0.000000,0.00,0,0,62.58,N/A$
42.85,31.38,8.07,-0.01,-0.05,-0.37,-9.76,3.78,-0.48,-12.50,50.80,-42.40,0.000000,0.000000,0.00,0,0,62.51,N/A$
42.12,31.39,7.41,-0.04,0.03,-0.40,-9.55,3.60,-0.08,-13.10,51.70,-43.20,0.000000,0.000000,0.00,0,0,62.42,N/A$
42.41,31.43,7.41,-0.01,-0.02,-0.08,-8.03,3.06,-0.80,-13.30,51.50,-43.70,0.000000,0.000000,0.00,0,0,62.49,N/A$
42.42,31.43,7.43,0.05,0.03,-0.10,-9.33,3.76,-0.88,-12.30,49.60,-41.30,0.000000,0.000000,0.00,0,0,62.53,N/A$
42.23,31.45,8.28,-0.12,-0.29,-0.34,-9.12,3.34,-0.70,-3.10,53.60,-34.00,0.000000,0.000000,0.00,0,0,62.52,N/A$
-0.37,34.52,8.28,0.03,-0.08,-0.04,-8.96,2.86,-0.58,-4.20,54.00,-33.40,0.000000,0.000000,0.00,0,0,62.71,N/A$
-0.45,34.49,8.28,0.15,0.25,0.37,-8.35,2.80,-0.08,-4.10,54.80,-34.70,0.000000,0.000000,0.00,0,0,62.71,N/A$
-0.54,34.48,8.28,-0.09,-0.27,-0.36,-9.86,3.14,-0.55,-3.70,54.80,-34.10,0.000000,0.000000,0.00,0,0,62.71,N/A$
-0.44,34.48,8.28,0.13,-0.06,-0.14,-9.14,2.95,-0.28,-3.70,53.40,-32.90,0.000000,0.000000,0.00,0,0,62.70,N/A$
-0.39,34.47,8.28,0.21,0.17,-0.04,-9.47,3.02,-0.26,-1.60,52.10,-35.30,0.000000,0.000000,0.00,0,0,62.68,N/A$
-0.39,34.47,8.28,0.21,-0.06,-0.43,-9.64,1.97,0.44,-1.30,54.80,-35.70,0.000000,0.000000,0.00,0,0,62.67,N/A$
-0.24,34.46,8.28,0.29,0.10,-0.28,-8.77,1.50,-0.43,0.90,54.10,-33.50,0.000000,0.000000,0.00,0,0,62.66,N/A$
-0.21,34.46,8.28,0.04,0.08,-0.12,-9.23,2.14,0.10,-0.70,54.10,-33.20,0.000000,0.000000,0.00,0,0,62.66,N/A$
-0.17,34.46,8.28,0.14,0.32,0.25,-9.92,2.39,-0.09,0.60,54.20,-33.60,0.000000,0.000000,0.00,0,0,62.67,N/A$
-0.12,34.46,8.28,0.03,0.25,0.17,-9.57,3.41,-1.02,-1.50,55.80,-33.30,0.000000,0.000000,0.00,0,0,62.66,N/A$
-0.12,34.46,8.16,0.06,0.02,0.35,-9.36,3.35,-0.93,-1.80,54.30,-32.30,0.000000,0.000000,0.00,0,0,62.62,N/A$
-0.19,34.46,8.07,0.02,-0.05,-0.00,-9.65,2.70,-0.21,-9.70,49.80,-40.90,0.000000,0.000000,0.00,0,0,62.59,N/A$
41.79,31.44,7.41,0.07,0.14,0.13,-9.77,3.34,-0.56,-11.00,50.50,-41.20,0.000000,0.000000,0.00,0,0,62.47,N/A$
41.60,31.46,7.42,0.11,-0.05,-0.04,-9.10,3.05,-0.76,-9.80,50.60,-42.30,0.000000,0.000000,0.00,0,0,62.40,N/A$
40.62,31.57,8.07,0.03,-0.19,0.01,-8.84,3.13,-0.76,-4.20,52.20,-35.70,0.000000,0.000000,0.00,0,0,62.33,N/A$
39.77,31.64,7.45,0.16,0.03,0.14,-9.18,2.63,-0.67,-9.70,50.10,-41.40,0.000000,0.000000,0.00,0,0,62.23,N/A$
39.31,31.68,7.42,0.17,0.39,0.31,-9.23,2.62,-0.42,-9.60,49.80,-42.60,0.000000,0.000000,0.00,0,0,62.21,N/A$
39.52,31.67,7.43,0.04,0.15,0.15,-8.69,2.20,-0.68,-11.00,51.80,-41.20,0.000000,0.000000,0.00,0,0,62.19,N/A$
39.35,31.62,8.27,-0.06,-0.10,0.03,-9.58,2.95,-1.11,-5.10,54.20,-32.90,0.000000,0.000000,0.00,0,0,62.17,N/A$
-0.42,34.52,8.27,0.17,0.07,0.20,-9.24,3.14,-0.98,-3.50,54.40,-32.70,0.000000,0.000000,0.00,0,0,62.27,N/A$
-0.30,34.50,8.27,0.04,0.00,0.04,-8.98,3.25,-1.19,-4.90,55.30,-32.50,0.000000,0.000000,0.00,0,0,62.23,N/A$
-0.10,34.49,8.28,0.05,0.13,-0.05,-9.43,3.26,-1.28,-3.40,53.10,-34.00,0.000000,0.000000,0.00,0,0,62.18,N/A$
-0.12,34.48,8.28,0.08,0.18,0.06,-9.69,3.02,-0.42,-2.80,55.10,-32.10,0.000000,0.000000,0.00,0,0,62.14,N/A$
-0.24,34.48,8.27,-0.00,0.38,0.07,-9.40,2.71,0.57,-3.80,54.10,-33.70,0.000000,0.000000,0.00,0,0,62.13,N/A$
-0.32,34.48,8.28,-0.07,-0.10,0.05,-8.36,3.55,-0.39,-4.10,55.40,-32.30,0.000000,0.000000,0.00,0,0,62.11,N/A$
-0.19,34.47,8.27,-0.15,-0.92,-0.15,-8.98,2.83,-1.77,-3.80,54.70,-32.30,0.000000,0.000000,0.00,0,0,62.11,N/A$
-0.39,34.47,8.28,-0.12,-0.75,-0.15,-9.55,2.17,-0.14,-0.30,55.30,-35.80,0.000000,0.000000,0.00,0,0,62.12,N/A$
-0.25,34.47,8.28,-0.15,-0.74,-0.55,-9.33,1.59,1.00,2.30,54.10,-35.60,0.000000,0.000000,0.00,0,0,62.12,N/A$
-0.24,34.47,8.28,-0.67,-0.93,-0.97,-9.20,1.19,2.92,6.70,53.40,-37.00,0.000000,0.000000,0.00,0,0,62.14,N/A$
-0.29,34.47,8.27,-0.43,-0.90,-0.22,-10.00,1.14,2.65,10.80,55.10,-40.00,0.000000,0.000000,0.00,0,0,62.16,N/A$
-0.36,34.47,8.07,-0.64,-0.94,-0.24,-11.39,1.68,4.14,4.20,50.50,-47.80,0.000000,0.000000,0.00,0,0,62.17,N/A$
0.83,34.47,7.41,-0.01,0.46,0.49,-9.59,1.11,2.65,3.80,48.80,-50.20,0.000000,0.000000,0.00,0,0,62.18,N/A$
38.37,31.68,7.41,0.28,0.65,0.58,-10.23,1.55,2.62,1.40,49.90,-48.70,0.000000,0.000000,0.00,0,0,62.08,N/A$
27.01,32.51,7.40,-1.57,1.59,2.85,-9.48,3.27,3.31,-2.00,46.40,-57.30,0.000000,0.000000,0.00,0,0,62.11,N/A$
18.79,33.09,8.03,0.01,-0.75,0.11,-10.80,1.06,3.41,-4.30,45.30,-50.40,0.000000,0.000000,0.00,0,0,62.12,N/A$
9.28,33.81,7.33,-0.25,0.58,-0.39,-10.29,4.94,1.63,-6.60,41.70,-57.00,0.000000,0.000000,0.00,0,0,62.12,N/A$
22.74,32.82,7.48,-0.38,0.16,-0.26,-9.12,3.32,1.14,-3.80,43.60,-60.20,0.000000,0.000000,0.00,0,0,62.04,N/A$
21.88,32.90,7.37,-0.49,0.21,-0.52,-10.61,2.02,2.75,1.60,45.00,-66.30,0.000000,0.000000,0.00,0,0,62.06,N/A$
27.51,32.47,8.27,-0.31,-0.21,0.47,-10.12,3.33,2.37,11.20,51.70,-60.00,0.000000,0.000000,0.00,0,0,62.04,N/A$
0.07,34.48,8.27,0.20,-0.04,-0.32,-7.62,2.21,1.79,12.10,52.70,-59.70,0.000000,0.000000,0.00,0,0,62.18,N/A$
-0.18,34.50,8.27,0.64,-0.46,-0.04,-10.21,2.22,2.08,13.60,53.80,-61.50,0.000000,0.000000,0.00,0,0,62.14,N/A$
-0.24,34.49,8.27,0.74,-0.31,-0.46,-9.35,3.48,1.65,12.40,51.70,-59.40,0.000000,0.000000,0.00,0,0,62.07,N/A$
-0.38,34.49,8.27,0.57,-0.75,-0.35,-4.57,1.88,1.82,6.70,59.20,-50.60,0.000000,0.000000,0.00,0,0,62.10,N/A$
-0.33,34.49,8.27,0.32,0.19,-0.70,-9.50,1.15,2.76,18.90,57.50,-49.20,0.000000,0.000000,0.00,0,0,62.20,N/A$
-0.35,34.48,8.28,0.77,0.04,-0.15,-6.32,1.43,1.21,29.20,58.80,-49.60,0.000000,0.000000,0.00,0,0,62.14,N/A$
-0.29,34.48,8.27,0.51,-0.53,-0.37,-8.42,0.63,3.40,42.30,64.40,-48.10,0.000000,0.000000,0.00,0,0,62.12,N/A$
-0.33,34.48,8.28,0.07,-0.29,-0.68,-9.06,0.72,3.95,53.40,66.90,-51.40,0.000000,0.000000,0.00,0,0,62.14,N/A$
-0.37,34.48,8.28,0.37,-0.16,0.26,-8.96,0.64,3.90,70.00,80.10,-50.30,0.000000,0.000000,0.00,0,0,62.11,N/A$
-0.46,34.48,8.27,0.21,-0.22,-0.15,-9.18,0.83,3.91,74.40,82.20,-53.30,0.000000,0.000000,0.00,0,0,62.06,N/A$
-0.44,34.48,8.14,0.19,-0.15,0.16,-9.02,1.29,4.03,61.60,75.00,-52.70,0.000000,0.000000,0.00,0,0,62.00,N/A$
-0.39,34.48,8.01,0.17,-0.14,0.04,-8.77,1.20,3.85,53.90,70.20,-61.90,0.000000,0.000000,0.00,0,0,61.94,N/A$
29.51,32.31,7.34,-0.18,-0.21,-0.53,-8.89,1.02,3.90,55.70,75.50,-61.70,0.000000,0.000000,0.00,0,0,61.83,N/A$
29.02,32.34,7.36,0.08,-0.27,-0.38,-9.21,1.30,4.40,57.60,75.40,-62.70,0.000000,0.000000,0.00,0,0,61.67,N/A$
29.18,32.36,8.01,0.21,-0.33,-0.48,-7.24,0.41,3.93,67.10,78.10,-54.80,0.000000,0.000000,0.00,0,0,61.54,N/A$
28.70,32.38,7.65,0.38,-0.35,-0.20,-9.01,0.90,4.56,64.20,74.50,-62.70,0.000000,0.000000,0.00,0,0,61.43,N/A$
28.71,32.39,7.37,0.41,-0.35,-0.15,-8.44,0.78,4.74,69.00,78.70,-62.70,0.000000,0.000000,0.00,0,0,61.30,N/A$
28.51,32.39,7.36,0.74,-0.30,-0.06,-8.62,0.84,5.19,68.90,79.20,-59.10,0.000000,0.000000,0.00,0,0,61.33,N/A$
28.26,32.43,8.26,0.54,-0.43,-0.77,-9.78,-0.14,6.03,83.60,83.90,-48.10,0.000000,0.000000,0.00,0,0,61.17,N/A$
-0.25,34.50,8.27,0.18,-0.21,-0.21,-5.55,1.76,4.96,82.50,87.70,-48.00,0.000000,0.000000,0.00,0,0,61.16,N/A$
-0.35,34.50,8.26,0.35,-0.03,0.05,-6.90,0.00,5.17,84.20,87.40,-47.20,0.000000,0.000000,0.00,0,0,61.18,N/A$
-0.19,34.49,8.26,0.46,-0.03,-0.14,-8.75,0.50,5.55,86.80,89.10,-46.40,0.000000,0.000000,0.00,0,0,61.13,N/A$
-0.25,34.49,8.27,0.34,-0.10,0.15,-6.97,0.47,5.51,88.60,90.10,-44.10,0.000000,0.000000,0.00,0,0,61.09,N/A$
-0.02,34.48,8.27,0.36,-0.15,-0.01,-7.55,-0.67,5.32,91.40,89.40,-45.70,0.000000,0.000000,0.00,0,0,61.04,N/A$
-0.48,34.48,8.27,-0.29,0.15,-0.57,-7.54,0.42,4.96,92.70,92.30,-43.50,0.000000,0.000000,0.00,0,0,60.97,N/A$
-0.30,34.48,8.27,-0.61,0.28,-0.34,-6.32,-0.39,4.31,91.60,92.90,-46.40,0.000000,0.000000,0.00,0,0,60.92,N/A$
-0.63,34.47,8.27,0.19,0.08,0.18,-8.31,0.37,5.69,93.00,94.20,-45.40,0.000000,0.000000,0.00,0,0,60.86,N/A$
-0.26,34.47,8.27,0.38,0.09,1.34,-7.01,-1.98,4.78,90.50,93.50,-44.80,0.000000,0.000000,0.00,0,0,60.82,N/A$
-0.47,34.47,8.27,0.35,-0.13,0.28,-8.45,-0.30,5.23,94.00,94.40,-47.00,0.000000,0.000000,0.00,0,0,60.78,N/A$
-0.35,34.46,8.27,0.37,0.30,0.30,-9.04,-1.89,6.07,96.50,94.20,-45.80,0.000000,0.000000,0.00,0,0,60.74,N/A$
-0.15,34.46,8.02,0.10,0.21,0.64,-7.44,-0.96,4.91,85.70,89.20,-57.50,0.000000,0.000000,0.00,0,0,60.69,N/A$
10.11,33.73,7.33,-0.27,0.06,-0.70,-7.23,-0.46,3.84,85.50,87.90,-57.20,0.000000,0.000000,0.00,0,0,60.63,N/A$
30.74,32.20,7.33,-0.54,-0.26,-0.57,-7.14,-0.07,4.71,85.70,90.30,-57.10,0.000000,0.000000,0.00,0,0,60.53,N/A$
30.42,32.23,7.36,-0.23,-0.09,-0.65,-7.41,1.31,4.62,85.50,92.70,-57.10,0.000000,0.000000,0.00,0,0,60.50,N/A$
30.57,32.23,8.02,-0.03,0.05,-0.16,-7.40,-0.86,4.94,89.30,91.20,-58.00,0.000000,0.000000,0.00,0,0,60.48,N/A$
12.15,33.59,7.33,0.01,-0.02,0.25,-7.47,-0.61,4.56,87.20,91.60,-57.30,0.000000,0.000000,0.00,0,0,60.51,N/A$
29.62,32.29,7.33,0.00,0.17,-0.04,-8.37,-0.91,4.69,87.40,92.80,-58.70,0.000000,0.000000,0.00,0,0,60.43,N/A$
29.01,32.33,7.35,0.22,0.12,0.65,-7.08,-1.19,5.20,91.20,93.50,-59.30,0.000000,0.000000,0.00,0,0,60.41,N/A$
28.85,32.34,8.26,0.48,0.30,1.02,-9.80,-2.05,6.30,101.00,98.60,-47.70,0.000000,0.000000,0.00,0,0,60.40,N/A$
-0.38,34.49,8.26,0.34,0.02,0.44,-8.78,-1.27,5.64,101.90,98.60,-50.60,0.000000,0.000000,0.00,0,0,60.48,N/A$
-0.45,34.48,8.26,-0.11,-0.04,-0.48,-7.26,-0.77,4.32,100.80,98.50,-52.10,0.000000,0.000000,0.00,0,0,60.47,N/A$
-0.48,34.47,8.26,-0.42,-0.50,-1.18,-8.29,-1.35,4.70,101.80,100.00,-49.10,0.000000,0.000000,0.00,0,0,60.42,N/A$
-0.41,34.47,8.27,-0.28,0.17,-0.40,-10.41,0.32,6.43,102.60,98.10,-50.00,0.000000,0.000000,0.00,0,0,60.42,N/A$
-0.42,34.47,8.27,-0.63,-0.08,-1.11,-8.14,0.06,4.82,100.90,98.40,-51.10,0.000000,0.000000,0.00,0,0,60.43,N/A$
-0.48,34.46,8.27,-0.22,-0.24,-0.23,-8.48,-1.13,5.48,103.40,98.90,-51.70,0.000000,0.000000,0.00,0,0,60.44,N/A$
-0.54,34.46,8.27,0.31,0.36,0.92,-7.82,-0.61,4.25,100.50,95.90,-51.20,0.000000,0.000000,0.00,0,0,60.41,N/A$
-0.35,34.46,8.27,0.31,0.37,0.73,-6.78,-1.04,5.13,104.10,99.10,-53.70,0.000000,0.000000,0.00,0,0,60.50,N/A$
-0.45,34.46,8.27,0.21,0.40,0.36,-9.09,-0.22,5.25,105.70,100.50,-52.50,0.000000,0.000000,0.00,0,0,60.54,N/A$
-0.55,34.46,8.26,0.31,0.06,0.73,-7.61,-1.13,5.71,106.20,100.30,-53.30,0.000000,0.000000,0.00,0,0,60.46,N/A$
-0.36,34.45,8.03,-0.71,-0.07,-1.47,-6.81,2.07,3.34,105.00,98.60,-55.30,0.000000,0.000000,0.00,0,0,60.57,N/A$
-0.56,34.45,8.02,-0.21,-0.31,-0.62,-7.09,-1.06,4.87,97.30,94.80,-64.20,0.000000,0.000000,0.00,0,0,60.58,N/A$
29.56,32.27,7.33,-0.57,0.56,-0.85,-8.60,1.15,5.26,98.70,97.80,-62.80,0.000000,0.000000,0.00,0,0,60.53,N/A$
29.48,32.30,7.36,-0.05,-0.11,-0.01,-7.44,-0.39,5.18,99.50,97.60,-64.50,0.000000,0.000000,0.00,0,0,60.49,N/A$
29.67,32.29,8.02,0.13,0.07,0.56,-9.12,-1.00,6.53,105.80,101.40,-55.60,0.000000,0.000000,0.00,0,0,60.48,N/A$
29.98,32.26,7.37,0.39,-0.15,0.29,-8.96,-0.29,5.38,99.00,96.90,-68.30,0.000000,0.000000,0.00,0,0,60.52,N/A$
29.35,32.32,7.49,-0.24,-0.10,-0.80,-7.60,0.28,5.10,101.80,98.90,-64.80,0.000000,0.000000,0.00,0,0,60.53,N/A$
29.19,32.35,7.35,-0.27,-0.26,-0.51,-8.02,-1.51,5.48,97.60,96.00,-64.50,0.000000,0.000000,0.00,0,0,60.61,N/A$
29.12,32.35,8.26,-0.65,0.40,0.26,-8.39,-0.55,5.48,79.70,83.80,-44.90,0.000000,0.000000,0.00,0,0,60.69,N/A$
25.52,32.57,8.26,-0.85,0.96,1.09,-8.19,0.81,5.29,44.60,64.90,-34.10,0.000000,0.000000,0.00,0,0,60.59,N/A$
-0.18,34.48,8.26,-1.30,0.82,1.41,-10.08,0.62,4.80,24.30,58.60,-38.30,0.000000,0.000000,0.00,0,0,60.74,N/A$
-0.23,34.47,8.26,-1.26,0.66,0.53,-9.54,1.95,4.13,15.30,55.00,-47.00,0.000000,0.000000,0.00,0,0,60.70,N/A$
-0.33,34.47,8.26,-0.93,0.48,0.34,-10.34,1.00,1.78,11.70,56.60,-57.20,0.000000,0.000000,0.00,0,0,60.83,N/A$
-0.49,34.46,8.26,-0.66,-0.14,0.43,-10.21,1.43,1.76,10.40,58.00,-66.60,0.000000,0.000000,0.00,0,0,60.87,N/A$
-0.40,34.46,8.26,-0.30,-0.25,0.31,-9.20,1.97,2.49,5.60,56.80,-82.10,0.000000,0.000000,0.00,0,0,60.91,N/A$
-0.52,34.46,8.26,-0.26,0.16,0.60,-10.66,2.76,2.84,10.30,64.20,-89.40,0.000000,0.000000,0.00,0,0,60.95,N/A$
-0.36,34.45,8.26,-0.00,-0.04,0.25,-8.50,2.25,2.37,11.60,72.80,-92.30,0.000000,0.000000,0.00,0,0,60.97,N/A$
-0.28,34.46,8.26,0.00,0.00,-0.08,-9.68,1.88,3.32,14.70,81.50,-102.50,0.000000,0.000000,0.00,0,0,61.02,N/A$
-0.42,34.45,8.26,-0.01,0.03,0.02,-9.69,2.64,3.56,15.20,86.00,-98.30,0.000000,0.000000,0.00,0,0,61.06,N/A$
-0.57,34.45,8.27,0.13,-0.04,-0.04,-8.44,2.77,2.92,25.30,87.00,-79.10,0.000000,0.000000,0.00,0,0,61.10,N/A$
-0.36,34.45,8.02,0.14,0.00,0.12,-8.68,2.72,2.91,6.10,62.80,-84.60,0.000000,0.000000,0.00,0,0,61.14,N/A$
17.17,33.20,7.35,0.20,-0.07,0.05,-9.14,2.28,3.09,4.80,62.90,-83.10,0.000000,0.000000,0.00,0,0,61.09,N/A$
22.71,32.78,7.32,0.16,-0.07,0.04,-9.22,1.49,2.99,3.00,60.50,-84.80,0.000000,0.000000,0.00,0,0,61.09,N/A$
22.89,32.78,7.33,0.11,-0.21,-0.39,-9.01,2.15,2.68,5.60,60.40,-85.50,0.000000,0.000000,0.00,0,0,61.10,N/A$
25.24,32.61,8.02,0.11,-0.50,-1.17,-10.72,2.82,3.42,4.90,56.40,-84.20,0.000000,0.000000,0.00,0,0,61.12,N/A$
17.63,33.15,7.33,0.09,0.07,-0.95,-9.95,1.06,3.92,6.70,58.20,-79.80,0.000000,0.000000,0.00,0,0,61.18,N/A$
26.52,32.52,7.36,0.25,0.36,-0.16,-9.59,0.59,3.91,9.40,57.70,-72.60,0.000000,0.000000,0.00,0,0,61.14,N/A$
25.81,32.57,7.34,0.09,0.34,-0.33,-8.93,-0.43,3.37,8.80,57.80,-69.40,0.000000,0.000000,0.00,0,0,61.13,N/A$
24.16,32.70,8.25,0.06,-0.03,-0.15,-9.22,-0.16,3.66,19.10,63.30,-56.30,0.000000,0.000000,0.00,0,0,61.16,N/A$
-0.26,34.47,8.26,-0.15,0.08,-0.46,-9.25,-1.43,2.83,20.80,65.00,-56.70,0.000000,0.000000,0.00,0,0,61.25,N/A$
-0.20,34.47,8.26,-0.18,-0.10,-0.51,-9.07,-1.16,3.06,21.60,65.90,-57.70,0.000000,0.000000,0.00,0,0,61.25,N/A$
-0.39,34.47,8.26,0.08,0.08,-0.49,-8.93,-1.55,3.15,23.00,67.10,-55.40,0.000000,0.000000,0.00,0,0,61.26,N/A$
-0.30,34.46,8.26,0.12,0.13,-0.88,-9.13,-1.51,3.37,22.80,68.30,-55.20,0.000000,0.000000,0.00,0,0,61.26,N/A$
-0.37,34.46,8.26,-0.14,0.04,-0.50,-9.03,-1.77,3.04,21.20,67.20,-53.20,0.000000,0.000000,0.00,0,0,61.26,N/A$
-0.46,34.46,8.26,0.45,-0.11,1.06,-9.53,-1.04,3.50,18.50,65.30,-54.60,0.000000,0.000000,0.00,0,0,61.27,N/A$
-0.24,34.47,8.26,-0.07,-0.01,0.21,-8.96,-1.48,3.01,18.80,66.30,-51.40,0.000000,0.000000,0.00,0,0,61.35,N/A$
-0.47,34.47,8.26,0.07,0.22,-0.47,-9.09,-1.05,3.81,17.50,68.60,-53.00,0.000000,0.000000,0.00,0,0,61.27,N/A$
-0.55,34.47,8.26,-0.02,0.15,-0.56,-8.16,-2.59,3.38,13.90,70.50,-49.50,0.000000,0.000000,0.00,0,0,61.29,N/A$
-0.37,34.47,8.26,-0.10,0.04,-0.30,-9.29,-0.87,3.48,15.70,69.90,-50.90,0.000000,0.000000,0.00,0,0,61.35,N/A$
-0.41,34.47,8.02,0.16,0.22,0.04,-9.25,-1.94,3.54,15.10,69.60,-47.80,0.000000,0.000000,0.00,0,0,61.30,N/A$
-0.20,34.47,8.01,0.12,0.15,0.43,-9.20,-1.03,3.67,5.80,63.20,-60.40,0.000000,0.000000,0.00,0,0,61.32,N/A$
24.06,32.69,7.36,0.07,0.06,0.06,-8.90,-1.18,3.58,4.80,65.70,-58.20,0.000000,0.000000,0.00,0,0,61.25,N/A$
23.38,32.74,7.33,0.12,-0.07,0.08,-9.28,-2.06,3.76,6.20,65.40,-61.00,0.000000,0.000000,0.00,0,0,61.26,N/A$
24.07,32.71,7.99,-0.13,0.03,-0.17,-9.13,-2.14,3.43,15.60,70.40,-51.20,0.000000,0.000000,0.00,0,0,61.28,N/A$
23.64,32.72,7.47,-0.12,0.06,-0.36,-8.54,-1.60,3.15,5.50,64.40,-58.70,0.000000,0.000000,0.00,0,0,61.30,N/A$
23.64,32.73,7.32,-0.00,0.14,-0.04,-9.82,-1.89,4.00,3.60,64.60,-59.90,0.000000,0.000000,0.00,0,0,61.31,N/A$
23.95,32.75,7.33,0.10,0.10,0.15,-9.09,-1.58,3.40,4.70,65.10,-58.50,0.000000,0.000000,0.00,0,0,61.32,N/A$
23.06,32.80,8.25,0.07,0.15,0.19,-9.35,-1.66,3.39,15.40,68.90,-52.30,0.000000,0.000000,0.00,0,0,61.30,N/A$
11.48,33.62,8.25,0.18,0.28,0.25,-9.18,-1.17,3.48,17.40,65.50,-50.40,0.000000,0.000000,0.00,0,0,61.27,N/A$
-0.22,34.49,8.26,0.43,0.52,0.24,-9.66,-1.15,3.46,18.20,68.00,-49.10,0.000000,0.000000,0.00,0,0,61.34,N/A$
-0.28,34.49,8.25,0.37,0.67,0.02,-9.81,-0.42,2.96,22.80,65.40,-47.70,0.000000,0.000000,0.00,0,0,61.34,N/A$
-0.34,34.48,8.26,0.41,0.57,-0.11,-9.70,-0.07,2.02,28.90,64.40,-45.20,0.000000,0.000000,0.00,0,0,61.34,N/A$
-0.39,34.48,8.26,0.52,0.07,-0.05,-9.67,-0.61,1.62,40.00,58.20,-44.90,0.000000,0.000000,0.00,0,0,61.43,N/A$
-0.25,34.48,8.26,0.30,0.08,-0.03,-10.24,-0.46,1.73,39.00,54.30,-44.60,0.000000,0.000000,0.00,0,0,61.41,N/A$
-0.50,34.48,8.26,0.16,0.02,-0.03,-9.68,-0.95,1.55,44.30,48.40,-42.00,0.000000,0.000000,0.00,0,0,61.43,N/A$
-0.03,34.48,8.26,0.01,-0.00,-0.16,-9.86,-0.86,1.86,47.80,45.40,-43.00,0.000000,0.000000,0.00,0,0,61.38,N/A$
