altitude,temp,voltage,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,mag_x,mag_y,mag_z,เpsLat,gpsLng,gpsAlt,gpsSat,state, humidity , lastCmd
-0.09,35.73,8.21,-0.13,0.00,0.02,-0.21,-0.40,-10.08,18.10,135.10,-31.70,12.608025,100.940651,-17.30,8,0,67.20,N/A$
-0.11,35.73,8.20,0.04,0.00,0.02,0.12,-0.61,-10.05,19.00,136.10,-30.70,12.608025,100.940651,-17.30,8,0,67.25,N/A$
0.15,35.74,8.20,0.06,0.01,0.02,-0.27,-0.54,-9.98,19.20,135.50,-32.10,12.608025,100.940651,-17.30,8,0,67.17,N/A$
-0.31,35.74,7.93,0.01,0.01,0.02,-0.11,-0.67,-9.96,18.60,135.20,-30.70,12.608030,100.940659,-16.90,8,0,67.20,N/A$
0.10,35.74,7.47,-0.02,-0.00,0.03,0.18,-0.61,-9.94,7.90,130.10,-40.70,12.608030,100.940659,-16.90,8,0,67.19,N/A$
34.92,33.24,7.30,0.02,-0.00,0.03,-0.24,-0.73,-9.97,7.20,133.30,-37.60,12.608030,100.940659,-16.90,8,0,67.06,N/A$
35.44,33.24,7.27,0.03,0.00,0.03,0.16,-0.63,-9.96,7.70,131.20,-40.00,12.608030,100.940659,-16.90,8,0,67.03,N/A$
34.85,33.26,7.92,0.05,0.00,0.02,-0.23,-0.56,-9.96,12.50,131.80,-36.50,12.608030,100.940659,-16.90,8,0,67.03,N/A$
33.75,33.30,7.28,0.02,0.00,0.02,0.10,-0.56,-9.99,8.80,129.60,-38.90,12.608030,100.940659,-16.90,8,0,66.97,N/A$
34.46,33.32,7.26,0.02,-0.00,0.03,-0.19,-0.61,-9.96,7.20,131.00,-36.30,12.608030,100.940659,-16.90,8,0,66.99,N/A$
34.46,33.30,7.30,0.03,0.00,0.03,-0.01,-0.61,-9.97,8.00,130.30,-38.20,12.608030,100.940659,-16.90,8,0,66.98,N/A$
34.15,33.31,8.19,0.03,0.00,0.02,-0.07,-0.59,-9.98,17.70,135.30,-31.30,12.608030,100.940659,-16.90,8,0,66.96,N/A$
33.04,33.32,8.19,0.02,0.00,0.02,-0.11,-0.58,-9.96,19.00,136.10,-29.30,12.608030,100.940659,-16.90,8,0,66.99,N/A$
-0.72,35.81,8.20,0.00,0.00,0.02,0.02,-0.53,-9.88,17.70,135.70,-31.40,12.608034,100.940666,-16.50,8,0,67.08,N/A$
-0.61,35.80,8.20,0.00,0.00,0.02,-0.21,-0.56,-9.97,18.50,135.50,-29.60,12.608034,100.940666,-16.50,8,0,67.08,N/A$
-0.50,35.80,8.20,-0.02,0.00,0.02,0.02,-0.51,-10.04,16.30,135.00,-32.50,12.608034,100.940666,-16.50,8,0,67.12,N/A$
-0.28,35.80,8.20,-0.00,0.00,0.02,-0.20,-0.62,-10.01,18.70,135.00,-31.30,12.608034,100.940666,-16.50,8,0,67.14,N/A$
-0.34,35.80,8.20,0.00,0.00,0.02,0.07,-0.52,-9.83,17.20,135.10,-30.20,12.608034,100.940666,-16.50,8,0,67.09,N/A$
-0.68,35.79,8.20,0.03,0.00,0.02,-0.12,-0.53,-9.84,18.20,136.30,-32.90,12.608034,100.940666,-16.50,8,0,67.09,N/A$
-0.92,35.80,8.20,0.03,0.00,0.01,-0.02,-0.47,-10.42,18.60,134.20,-30.80,12.608034,100.940666,-16.50,8,0,67.08,N/A$
-0.81,35.80,8.20,-0.03,0.01,0.02,-0.12,-0.45,-9.94,17.70,136.60,-31.00,12.608034,100.940666,-16.50,8,0,67.07,N/A$
-0.62,35.80,8.20,-0.03,0.01,0.02,-0.09,-0.59,-10.02,17.10,135.40,-29.00,12.608034,100.940666,-16.50,8,0,67.07,N/A$
-0.46,35.80,8.20,0.00,0.00,0.02,-0.06,-0.64,-10.00,18.00,134.30,-29.00,12.608034,100.940666,-16.50,8,0,67.05,N/A$
-0.27,35.80,7.93,0.01,-0.00,0.02,-0.14,-0.56,-10.01,7.90,129.80,-39.00,12.608034,100.940666,-16.50,8,0,67.05,N/A$
30.37,33.62,7.26,0.01,-0.00,0.03,-0.01,-0.57,-10.09,8.10,129.50,-42.20,12.608034,100.940666,-16.50,8,0,66.91,N/A$
31.63,33.54,7.29,0.02,-0.00,0.03,-0.15,-0.60,-9.99,5.90,130.90,-36.50,12.608034,100.940666,-16.50,8,0,66.91,N/A$
31.88,33.53,7.30,0.04,-0.00,0.02,0.00,-0.58,-10.06,8.10,130.20,-39.60,12.608034,100.940666,-16.50,8,0,66.90,N/A$
32.21,33.52,7.93,0.02,-0.00,0.02,-0.05,-0.58,-10.24,8.90,129.10,-40.00,12.608034,100.940666,-16.50,8,0,66.88,N/A$
30.16,33.69,7.29,0.02,0.00,0.02,-0.09,-0.62,-10.07,7.70,129.70,-36.50,12.608034,100.940666,-16.50,8,0,66.88,N/A$
33.86,33.43,7.30,0.02,0.00,0.02,-0.05,-0.65,-9.91,6.80,132.10,-41.10,12.608034,100.940666,-16.50,8,0,66.87,N/A$
34.84,33.37,7.28,0.02,0.00,0.03,-0.13,-0.65,-9.99,8.10,130.60,-36.70,12.608034,100.940666,-16.50,8,0,66.85,N/A$
34.80,33.36,8.19,0.03,0.01,0.02,-0.03,-0.63,-10.01,17.70,134.70,-30.30,12.608034,100.940666,-16.50,8,0,66.84,N/A$
-0.15,35.88,8.20,0.04,0.00,0.02,-0.08,-0.66,-9.95,18.30,135.20,-31.90,12.608034,100.940666,-16.50,8,0,66.98,N/A$
-0.05,35.88,8.20,0.04,0.02,0.02,0.11,-0.53,-9.50,17.90,135.80,-28.80,12.608042,100.940674,-15.70,8,0,66.95,N/A$
-0.26,35.87,8.19,0.03,0.00,0.02,0.20,-0.58,-9.78,18.80,134.80,-32.50,12.608042,100.940674,-15.70,8,0,66.95,N/A$
-0.00,35.86,8.20,0.00,0.00,0.02,-0.09,-0.67,-9.98,17.60,135.50,-32.40,12.608042,100.940674,-15.70,8,0,66.94,N/A$
-0.22,35.86,8.20,0.02,0.00,0.02,-0.02,-0.61,-9.92,17.90,135.30,-30.80,12.608042,100.940674,-15.70,8,0,66.94,N/A$
-0.19,35.86,8.20,0.02,0.01,0.02,-0.11,-0.61,-10.00,18.10,135.70,-29.30,12.608042,100.940674,-15.70,8,0,66.93,N/A$
-0.16,35.86,8.20,0.03,0.00,0.02,-0.00,-0.63,-10.04,17.20,134.10,-30.30,12.608042,100.940674,-15.70,8,0,66.93,N/A$
-0.15,35.86,8.20,0.04,0.01,0.02,-0.18,-0.64,-10.21,16.10,136.30,-30.80,12.608042,100.940674,-15.70,8,0,66.89,N/A$
0.03,35.86,8.20,0.04,0.01,0.01,-0.00,-0.59,-10.04,17.90,134.80,-31.80,12.608042,100.940674,-15.70,8,0,66.89,N/A$
-0.15,35.86,8.20,0.03,0.00,0.02,-0.10,-0.59,-9.97,17.00,135.00,-31.50,12.608042,100.940674,-15.70,8,0,66.93,N/A$
-0.17,35.87,7.92,0.04,0.00,0.02,-0.07,-0.60,-10.01,16.00,134.60,-31.20,12.608042,100.940674,-15.70,8,0,66.88,N/A$
0.65,35.87,7.46,0.01,0.00,0.03,-0.16,-0.56,-9.96,7.40,129.50,-39.80,12.608042,100.940674,-15.70,8,0,66.87,N/A$
34.83,33.36,7.29,0.01,0.00,0.03,-0.07,-0.72,-10.00,7.20,129.90,-37.70,12.608042,100.940674,-15.70,8,0,66.72,N/A$
35.30,33.35,7.29,0.02,0.00,0.02,-0.23,-0.82,-9.99,7.30,130.70,-40.30,12.608042,100.940674,-15.70,8,0,66.71,N/A$
34.97,33.38,7.93,0.08,0.00,0.02,-0.09,-0.75,-9.85,9.80,130.00,-37.60,12.608042,100.940674,-15.70,8,0,66.70,N/A$
22.91,34.26,7.27,0.07,-0.00,0.02,-0.07,-0.68,-9.80,7.30,129.50,-39.40,12.608042,100.940674,-15.70,8,0,66.74,N/A$
34.30,33.44,7.27,0.06,0.00,0.02,-0.08,-0.72,-9.28,8.10,130.50,-37.10,12.608042,100.940674,-15.70,8,0,66.68,N/A$
34.57,33.44,7.27,0.06,-0.00,0.02,0.00,-0.57,-10.08,6.80,129.50,-38.90,12.608042,100.940674,-15.70,8,0,66.67,N/A$
34.44,33.45,8.19,0.06,0.01,0.01,-0.00,-0.52,-10.00,17.50,136.60,-30.40,12.608042,100.940674,-15.70,8,0,66.66,N/A$
23.71,34.19,8.19,0.04,0.00,0.02,-0.05,-0.57,-9.92,14.60,133.10,-33.10,12.608042,100.940674,-15.70,8,0,66.69,N/A$
-0.15,35.94,8.19,0.04,0.00,0.02,-0.08,-0.61,-10.05,16.90,134.80,-32.00,12.608045,100.940659,-15.60,8,0,66.82,N/A$
-0.16,35.93,8.19,0.03,0.01,0.02,0.01,-0.54,-9.98,17.50,134.90,-31.30,12.608045,100.940659,-15.60,8,0,66.76,N/A$
0.06,35.92,8.19,0.04,0.00,0.02,-0.06,-0.55,-9.98,16.80,134.70,-30.40,12.608045,100.940659,-15.60,8,0,66.75,N/A$
-0.17,35.92,8.19,0.05,0.00,0.02,-0.00,-0.59,-10.01,17.20,134.40,-33.40,12.608045,100.940659,-15.60,8,0,66.75,N/A$
-0.13,35.92,8.19,0.04,0.02,0.02,-0.34,-0.55,-10.46,18.10,136.80,-30.90,12.608045,100.940659,-15.60,8,0,66.76,N/A$
-0.23,35.92,8.20,0.07,0.01,0.02,0.11,-0.68,-9.94,17.20,135.10,-29.70,12.608045,100.940659,-15.60,8,0,66.73,N/A$
-0.38,35.92,8.20,0.06,0.00,0.02,0.02,-0.63,-9.92,17.30,134.80,-30.70,12.608045,100.940659,-15.60,8,0,66.70,N/A$
-0.14,35.92,8.20,-0.04,0.01,0.02,0.02,-0.95,-9.64,18.10,134.30,-31.40,12.608045,100.940659,-15.60,8,0,66.73,N/A$
0.05,35.92,8.20,0.23,0.00,0.01,-0.00,-0.91,-10.09,18.60,136.60,-31.30,12.608045,100.940659,-15.60,8,0,66.70,N/A$
0.04,35.92,8.20,0.11,-0.00,0.01,-0.19,-0.53,-10.10,16.90,134.10,-29.40,12.608045,100.940659,-15.60,8,0,66.68,N/A$
-0.10,35.93,7.93,0.04,-0.00,0.02,-0.02,-0.56,-9.99,7.90,130.30,-38.60,12.608045,100.940659,-15.60,8,0,66.69,N/A$
32.45,33.60,7.24,0.03,-0.00,0.02,0.01,-0.66,-9.70,7.10,129.80,-37.90,12.608045,100.940659,-15.60,8,0,66.55,N/A$
32.05,33.63,7.25,0.03,0.00,0.02,-0.01,-0.51,-9.91,8.50,130.50,-40.60,12.608045,100.940659,-15.60,8,0,66.55,N/A$
31.85,33.66,7.30,0.11,-0.00,0.02,0.20,-0.88,-10.17,8.10,131.10,-38.40,12.608045,100.940659,-15.60,8,0,66.54,N/A$
31.84,33.67,7.93,-0.03,0.00,0.02,-0.03,-0.25,-10.31,8.10,127.80,-38.50,12.608045,100.940659,-15.60,8,0,66.54,N/A$
31.96,33.68,7.25,-0.06,-0.00,0.03,-0.25,-0.63,-10.07,7.40,130.30,-38.10,12.608045,100.940659,-15.60,8,0,66.52,N/A$
32.18,33.67,7.30,0.03,-0.00,0.03,0.00,-0.39,-10.21,7.10,131.70,-42.80,12.608045,100.940659,-15.60,8,0,66.52,N/A$
31.84,33.69,7.28,-0.19,0.00,0.03,-0.15,-0.33,-10.11,8.90,132.10,-37.80,12.608045,100.940659,-15.60,8,0,66.50,N/A$
31.59,33.72,8.19,-0.05,0.01,0.02,-0.07,-0.71,-10.05,16.20,135.00,-29.30,12.608045,100.940659,-15.60,8,0,66.49,N/A$
-0.04,36.00,8.19,0.13,0.00,0.01,-0.15,-0.71,-9.92,16.50,135.80,-32.00,12.608045,100.940659,-15.60,8,0,66.60,N/A$
0.09,35.99,8.19,0.29,-0.00,0.02,0.06,-1.15,-9.75,16.20,134.60,-30.60,12.608042,100.940643,-15.00,8,0,66.60,N/A$
-0.03,35.98,8.20,0.22,0.00,0.02,-0.26,-0.84,-10.25,17.10,135.90,-29.60,12.608042,100.940643,-15.00,8,0,66.59,N/A$
0.02,35.98,8.19,0.11,0.00,0.02,-0.05,-0.45,-10.03,17.40,136.60,-31.70,12.608042,100.940643,-15.00,8,0,66.59,N/A$
0.45,35.98,8.19,0.28,-0.00,0.01,0.10,-0.67,-9.87,15.90,135.50,-30.20,12.608042,100.940643,-15.00,8,0,66.58,N/A$
0.03,35.98,8.19,0.22,-0.00,0.02,-0.21,-0.90,-9.90,17.00,135.00,-31.20,12.608042,100.940643,-15.00,8,0,66.56,N/A$
0.17,35.98,8.19,0.17,0.00,0.01,-0.22,-0.88,-10.09,17.70,135.50,-31.50,12.608042,100.940643,-15.00,8,0,66.56,N/A$
0.05,35.98,8.19,0.11,0.00,0.02,-0.24,-0.24,-9.94,17.10,135.10,-32.90,12.608042,100.940643,-15.00,8,0,66.55,N/A$
0.11,35.98,8.20,0.10,0.00,0.01,-0.05,-0.94,-10.07,17.80,135.80,-30.90,12.608042,100.940643,-15.00,8,0,66.54,N/A$
-0.11,35.99,8.20,-0.04,0.02,-0.00,-0.43,0.88,-10.97,17.30,136.60,-30.00,12.608042,100.940643,-15.00,8,0,66.54,N/A$
-0.48,35.99,7.93,-0.17,0.01,0.02,0.01,0.01,-10.22,14.60,132.10,-35.00,12.608043,100.940643,-14.70,8,0,66.51,N/A$
10.48,35.26,7.27,0.03,-0.00,0.02,0.04,-2.34,-9.55,8.70,129.80,-38.90,12.608043,100.940643,-14.70,8,0,66.46,N/A$
31.86,33.68,7.28,0.78,-0.04,0.00,-0.24,-1.15,-10.11,7.40,130.10,-38.50,12.608043,100.940643,-14.70,8,0,66.37,N/A$
32.58,33.65,7.27,-0.61,0.02,0.03,0.26,0.08,-9.92,9.80,131.40,-41.40,12.608043,100.940643,-14.70,8,0,66.36,N/A$
33.75,33.59,7.93,0.19,-0.00,0.02,-0.06,-1.47,-9.72,8.50,129.70,-39.30,12.608043,100.940643,-14.70,8,0,66.34,N/A$
14.14,35.04,7.26,0.18,-0.00,0.02,0.14,-0.40,-10.17,8.20,129.80,-39.00,12.608043,100.940643,-14.70,8,0,66.41,N/A$
34.45,33.55,7.29,-0.02,0.00,0.02,-0.00,-0.41,-9.90,7.00,130.30,-38.60,12.608043,100.940643,-14.70,8,0,66.32,N/A$
34.60,33.53,7.25,0.02,-0.00,0.02,0.11,-1.06,-9.93,6.40,129.60,-39.00,12.608043,100.940643,-14.70,8,0,66.31,N/A$
34.48,33.54,8.19,0.17,-0.00,0.02,0.05,-0.97,-9.92,19.10,134.30,-29.10,12.608043,100.940643,-14.70,8,0,66.30,N/A$
3.13,35.81,8.19,0.32,-0.00,0.02,0.07,-0.68,-10.05,18.20,134.10,-32.30,12.608043,100.940643,-14.70,8,0,66.41,N/A$
-0.48,36.05,8.19,0.09,0.00,0.02,0.21,-0.58,-9.95,17.40,134.60,-32.90,12.608046,100.940643,-14.50,8,0,66.42,N/A$
-0.20,36.05,8.20,-0.08,0.02,0.03,-0.01,-0.89,-10.13,16.80,135.00,-30.50,12.608046,100.940643,-14.50,8,0,66.42,N/A$
-0.07,36.05,8.19,0.10,0.00,0.02,0.13,-0.55,-9.99,18.20,135.40,-30.60,12.608046,100.940643,-14.50,8,0,66.40,N/A$
-0.15,36.04,8.20,-0.04,0.00,0.02,-0.07,-0.12,-10.09,18.40,134.50,-32.20,12.608046,100.940643,-14.50,8,0,66.40,N/A$
0.06,36.04,8.19,0.01,0.00,0.02,0.15,-0.56,-10.03,18.50,134.70,-32.00,12.608046,100.940643,-14.50,8,0,66.39,N/A$
-0.08,36.04,8.20,-0.00,0.02,0.02,-0.27,-0.72,-10.47,18.60,134.70,-29.80,12.608046,100.940643,-14.50,8,0,66.37,N/A$
-0.12,36.04,8.20,0.12,0.00,0.01,0.08,-0.61,-9.81,18.40,134.10,-32.90,12.608046,100.940643,-14.50,8,0,66.33,N/A$
0.05,36.05,8.20,-0.18,0.01,0.02,-0.22,-0.33,-10.13,17.50,135.00,-31.80,12.608046,100.940643,-14.50,8,0,66.33,N/A$
0.00,36.05,8.20,0.12,-0.00,0.02,-0.01,-0.87,-9.94,17.90,135.10,-31.90,12.608046,100.940643,-14.50,8,0,66.40,N/A$
-0.11,36.05,8.19,-0.19,0.01,0.02,-0.23,-0.73,-9.94,18.30,134.70,-30.60,12.608046,100.940643,-14.50,8,0,66.35,N/A$
-0.05,36.05,7.93,0.02,0.00,0.02,-0.02,-0.96,-9.73,7.60,128.50,-38.10,12.608048,100.940651,-14.50,8,0,66.32,N/A$
-0.02,36.05,7.27,0.13,-0.00,0.02,-0.14,-0.99,-9.87,5.80,130.30,-36.00,12.608048,100.940651,-14.50,8,0,66.35,N/A$
34.78,33.56,7.26,0.16,-0.00,0.02,0.00,-0.92,-10.11,6.50,129.20,-39.50,12.608048,100.940651,-14.50,8,0,66.18,N/A$
34.65,33.57,7.29,-0.27,0.01,0.03,0.10,-0.37,-10.05,7.80,130.60,-40.00,12.608048,100.940651,-14.50,8,0,66.20,N/A$
34.70,33.58,7.91,-0.22,0.01,0.03,-0.23,-0.88,-10.22,9.00,129.40,-37.70,12.608048,100.940651,-14.50,8,0,66.17,N/A$
33.88,33.59,7.30,0.03,-0.00,0.02,0.18,-1.49,-9.67,8.40,130.10,-37.50,12.608048,100.940651,-14.50,8,0,66.13,N/A$
33.91,33.64,7.30,-0.03,0.00,0.03,-0.13,-0.42,-9.95,7.20,128.70,-35.80,12.608048,100.940651,-14.50,8,0,66.16,N/A$
33.79,33.67,7.28,-0.09,0.00,0.02,-0.22,-0.64,-9.98,8.40,132.00,-42.30,12.608048,100.940651,-14.50,8,0,66.11,N/A$
32.26,33.76,8.19,-0.15,0.00,0.02,0.02,-0.58,-10.03,15.80,135.10,-30.90,12.608048,100.940651,-14.50,8,0,66.13,N/A$
-0.04,36.12,8.19,-0.05,0.01,0.02,-0.11,-0.81,-10.00,18.40,136.20,-34.10,12.608048,100.940651,-14.50,8,0,66.26,N/A$
-0.27,36.11,8.19,0.13,0.00,0.01,0.00,-0.84,-9.94,17.70,135.60,-30.90,12.608047,100.940651,-14.40,8,0,66.25,N/A$
-0.39,36.10,8.19,0.22,0.00,0.02,-0.13,-0.43,-10.13,17.40,135.70,-30.80,12.608047,100.940651,-14.40,8,0,66.25,N/A$
-0.29,36.10,8.19,-0.20,0.01,0.02,-0.06,-0.58,-10.22,17.80,133.90,-32.10,12.608047,100.940651,-14.40,8,0,66.24,N/A$
-0.27,36.10,8.19,-0.03,0.00,0.02,-0.34,-0.88,-9.87,17.00,133.70,-31.80,12.608047,100.940651,-14.40,8,0,66.22,N/A$
-0.02,36.10,8.20,0.07,0.00,0.01,-0.11,-1.07,-10.01,17.70,135.30,-31.20,12.608047,100.940651,-14.40,8,0,66.22,N/A$
-0.11,36.10,8.19,0.21,0.00,0.01,-0.18,-0.49,-9.91,18.40,135.20,-31.00,12.608047,100.940651,-14.40,8,0,66.21,N/A$
0.04,36.10,8.19,-0.02,0.01,0.02,-0.00,-0.56,-10.03,16.90,135.50,-32.30,12.608047,100.940651,-14.40,8,0,66.21,N/A$
-0.05,36.10,8.20,0.03,0.00,0.02,-0.11,-0.80,-9.95,17.60,135.40,-31.60,12.608047,100.940651,-14.40,8,0,66.21,N/A$
0.12,36.11,8.20,0.06,0.00,0.01,-0.09,-0.73,-9.98,18.70,135.40,-31.40,12.608047,100.940651,-14.40,8,0,66.20,N/A$
0.06,36.12,7.94,0.05,0.00,0.02,-0.03,-0.74,-9.94,15.40,133.70,-34.00,12.608045,100.940643,-14.10,8,0,66.18,N/A$
28.31,34.08,7.37,0.02,-0.00,0.02,0.04,-0.71,-9.97,5.70,130.10,-38.20,12.608045,100.940643,-14.10,8,0,66.05,N/A$
31.68,33.83,7.28,0.02,0.00,0.02,-0.11,-0.69,-10.03,7.50,130.60,-39.60,12.608045,100.940643,-14.10,8,0,66.03,N/A$
31.80,33.85,7.28,0.07,0.00,0.03,0.03,-0.67,-9.99,8.80,127.70,-35.80,12.608045,100.940643,-14.10,8,0,66.03,N/A$
31.27,33.89,7.91,0.03,-0.00,0.02,-0.09,-1.25,-9.94,7.80,131.10,-41.10,12.608045,100.940643,-14.10,8,0,66.01,N/A$
26.75,34.24,7.29,0.26,-0.02,0.02,-0.02,-0.76,-10.05,8.80,129.00,-37.80,12.608045,100.940643,-14.10,8,0,66.03,N/A$
31.01,33.92,7.29,-0.13,0.00,0.02,-0.04,-0.49,-10.10,7.70,131.10,-41.90,12.608045,100.940643,-14.10,8,0,66.00,N/A$
31.10,33.93,7.29,-0.03,0.00,0.02,0.04,-0.85,-9.87,8.20,131.60,-40.20,12.608045,100.940643,-14.10,8,0,65.99,N/A$
30.90,33.95,8.19,0.14,-0.00,0.02,-0.15,-0.89,-10.02,17.80,135.50,-29.90,12.608045,100.940643,-14.10,8,0,65.98,N/A$
-0.34,36.19,8.19,0.07,0.00,0.01,-0.02,-0.61,-10.00,17.60,135.50,-31.10,12.608045,100.940643,-14.10,8,0,66.10,N/A$
-0.49,36.18,8.19,-0.01,0.00,0.01,-0.01,-0.46,-10.00,17.20,134.80,-30.70,12.608044,100.940643,-13.90,8,0,66.10,N/A$
-0.44,36.17,8.19,0.09,0.01,0.02,-0.05,-0.82,-9.87,18.00,136.50,-29.80,12.608044,100.940643,-13.90,8,0,66.08,N/A$
-0.07,36.17,8.19,0.09,0.00,0.02,0.03,-0.61,-9.91,18.90,135.80,-32.10,12.608044,100.940643,-13.90,8,0,66.08,N/A$
0.30,36.17,8.19,-0.13,0.02,0.02,-0.30,-0.27,-10.05,17.80,134.30,-30.90,12.608044,100.940643,-13.90,8,0,66.07,N/A$
2.02,36.17,8.19,-0.15,0.02,0.02,0.13,-0.60,-9.88,17.30,134.90,-32.50,12.608044,100.940643,-13.90,8,0,66.06,N/A$
0.55,36.17,8.19,0.04,0.00,0.01,-0.17,-0.91,-9.88,18.00,136.10,-30.10,12.608044,100.940643,-13.90,8,0,66.06,N/A$
0.03,36.17,8.20,0.03,0.00,0.02,0.12,-0.60,-10.06,17.90,134.60,-31.80,12.608044,100.940643,-13.90,8,0,66.05,N/A$
0.22,36.17,8.19,-0.17,0.01,0.02,-0.14,-0.51,-10.01,18.30,135.20,-32.20,12.608044,100.940643,-13.90,8,0,66.05,N/A$
-0.30,36.18,8.19,-0.02,0.00,0.02,-0.00,-0.95,-9.88,17.80,136.60,-30.30,12.608044,100.940643,-13.90,8,0,66.04,N/A$
-0.27,36.18,8.19,0.09,0.00,0.01,-0.03,-0.82,-9.96,17.90,135.70,-33.10,12.608044,100.940643,-13.90,8,0,66.04,N/A$
-0.52,36.18,7.93,0.07,0.00,0.02,-0.36,-0.75,-10.04,8.10,129.50,-38.20,12.608045,100.940636,-13.80,8,0,66.03,N/A$
0.40,36.18,7.25,0.00,-0.00,0.02,0.08,-0.71,-9.81,7.70,131.00,-40.00,12.608045,100.940636,-13.80,8,0,66.04,N/A$
34.16,33.71,7.27,0.04,0.00,0.02,-0.35,-0.78,-10.03,8.50,129.20,-39.20,12.608045,100.940636,-13.80,8,0,65.87,N/A$
34.31,33.71,7.26,-0.00,-0.00,0.01,0.06,-0.67,-9.96,6.90,128.40,-34.50,12.608045,100.940636,-13.80,8,0,65.86,N/A$
34.13,33.73,7.92,-0.00,-0.00,0.02,-0.17,-0.69,-9.99,6.90,130.00,-38.00,12.608045,100.940636,-13.80,8,0,65.88,N/A$
27.60,34.21,7.27,-0.09,-0.00,0.02,-0.07,-0.90,-10.08,7.20,129.70,-38.10,12.608045,100.940636,-13.80,8,0,65.84,N/A$
33.81,33.77,7.30,0.04,-0.00,0.02,0.05,-0.95,-9.83,7.50,128.90,-36.10,12.608045,100.940636,-13.80,8,0,65.80,N/A$
34.01,33.76,7.27,0.02,-0.01,0.02,-0.11,-0.38,-10.06,7.70,129.80,-37.90,12.608045,100.940636,-13.80,8,0,65.84,N/A$
33.96,33.78,8.19,-0.07,0.01,0.02,0.08,-0.66,-10.02,16.70,133.70,-31.10,12.608045,100.940636,-13.80,8,0,65.80,N/A$
27.89,34.16,8.19,0.05,0.00,0.03,-0.09,-0.44,-9.82,19.10,134.30,-34.80,12.608045,100.940636,-13.80,8,0,65.88,N/A$
-0.43,36.25,8.19,-0.03,0.01,0.02,0.06,-0.76,-9.85,18.60,135.70,-29.80,12.608045,100.940628,-13.40,8,0,65.97,N/A$
-0.21,36.24,8.19,0.07,0.00,0.02,-0.11,-0.83,-9.74,18.70,135.30,-31.20,12.608045,100.940628,-13.40,8,0,65.99,N/A$
-0.48,36.24,8.19,-0.03,0.00,0.02,0.03,-0.34,-10.08,18.20,134.70,-32.20,12.608045,100.940628,-13.40,8,0,65.93,N/A$
-0.98,36.23,8.19,0.07,0.00,0.02,-0.16,-0.61,-9.93,18.30,135.90,-32.70,12.608045,100.940628,-13.40,8,0,65.93,N/A$
-0.70,36.23,8.19,-0.14,0.00,0.02,-0.01,-0.03,-10.17,17.90,134.00,-31.20,12.608045,100.940628,-13.40,8,0,65.93,N/A$
-1.43,36.23,8.19,-0.18,0.00,0.02,0.04,-0.13,-9.84,20.10,134.30,-31.30,12.608045,100.940628,-13.40,8,0,65.92,N/A$
-0.20,36.23,8.19,0.00,0.00,0.00,-0.24,-0.58,-10.12,18.20,134.70,-31.40,12.608045,100.940628,-13.40,8,0,65.92,N/A$
-0.17,36.23,8.19,0.07,0.00,0.02,-0.01,-0.54,-9.91,18.50,136.20,-31.30,12.608045,100.940628,-13.40,8,0,65.91,N/A$
-0.12,36.24,8.19,0.09,0.00,0.02,-0.23,-0.42,-10.06,17.50,135.00,-32.20,12.608045,100.940628,-13.40,8,0,65.91,N/A$
-0.24,36.24,7.91,0.53,0.00,0.00,-0.08,-0.99,-10.06,11.30,131.40,-36.10,12.608043,100.940620,-12.70,8,0,65.90,N/A$
-0.11,36.24,7.25,-0.18,0.00,0.02,0.09,-0.05,-10.01,9.00,129.50,-37.70,12.608043,100.940620,-12.70,8,0,65.91,N/A$
33.81,33.80,7.24,0.18,-0.00,0.03,0.00,-0.41,-9.97,7.90,130.90,-39.00,12.608043,100.940620,-12.70,8,0,65.77,N/A$
34.51,33.77,7.29,-0.02,0.00,0.02,0.06,-0.59,-10.00,7.90,130.80,-39.10,12.608043,100.940620,-12.70,8,0,65.77,N/A$
34.31,33.79,7.92,0.16,0.00,0.02,0.24,-0.88,-9.79,9.10,129.90,-37.40,12.608043,100.940620,-12.70,8,0,65.72,N/A$
32.15,33.88,7.25,0.20,0.00,0.03,0.08,-0.84,-9.85,8.10,130.60,-41.60,12.608043,100.940620,-12.70,8,0,65.71,N/A$
32.83,33.94,7.29,-0.15,0.01,0.03,0.24,-0.60,-9.76,7.20,130.90,-37.00,12.608043,100.940620,-12.70,8,0,65.72,N/A$
31.72,34.03,7.26,-0.09,0.00,0.02,0.01,-0.71,-9.88,7.90,131.10,-40.20,12.608043,100.940620,-12.70,8,0,65.72,N/A$
31.46,34.05,8.19,0.13,0.00,0.02,0.10,-0.68,-9.98,18.70,134.30,-33.10,12.608043,100.940620,-12.70,8,0,65.71,N/A$
-0.25,36.31,8.19,-0.05,0.01,0.02,-0.14,-0.21,-10.05,17.30,134.80,-30.80,12.608043,100.940620,-12.70,8,0,65.83,N/A$
-0.44,36.30,8.19,-0.10,0.01,0.02,0.02,-0.30,-10.13,17.90,135.90,-28.90,12.608041,100.940620,-12.20,8,0,65.81,N/A$
-0.18,36.30,8.19,0.07,0.01,0.02,-0.07,-0.59,-9.98,17.90,135.80,-31.80,12.608041,100.940620,-12.20,8,0,65.81,N/A$
-0.13,36.29,8.19,0.07,0.00,0.02,-0.07,-0.56,-10.00,18.50,136.20,-31.20,12.608041,100.940620,-12.20,8,0,65.80,N/A$
